Index,Date,Section,Observation Type,Pass/Fail,Scout,Notes
1485,15/05/2025,B2S5,diseases,fail,Precious,fussarium blight caused by fussarium still boids and manultrition
1486,15/05/2025,B2S5,basin weeds,pass,Precious,suitable for manure application
1487,15/05/2025,B2S5,basin formation,pass,Precious,
1488,15/05/2025,B2S5,mowing,pass,Precious,
1489,15/05/2025,B2S5,inrows,partial,Precious,
1490,15/05/2025,B2S5,soil moisture,pass,Precious,
1491,15/05/2025,B2S5,leaf colour,partial,Precious,browining of leaf affected by fussarium
1492,15/05/2025,B2S5,soil nutrients,partial,Precious,compost application is required
1493,15/05/2025,B2S5,plant growth,partial,Precious,nutrition should be supplimented
1494,15/05/2025,B2S5,pruning,fail,Precious,
1495,15/05/2025,B2S5,staking,pass,Precious,
1496,15/05/2025,B2S5,pipes,pass,Precious,
1497,15/05/2025,B2S5,pipes,pass,Precious,
1498,15/05/2025,B2S5,drippers,pass,Precious,
1499,15/05/2025,B2S5,dead plants,pass,Precious,
1500,15/05/2025,B2S5,health status,partial,Precious,
1501,15/05/2025,B2S3,insect pests,partial,Precious,2 nymphal stink bugs
1502,15/05/2025,B2S3,diseases,partial,Precious,fussarium branch blight at the lower elevation
1503,15/05/2025,B2S3,basin weeds,pass,Precious,
1504,15/05/2025,B2S3,basin formation,pass,Precious,
1505,15/05/2025,B2S3,mowing,pass,Precious,
1506,15/05/2025,B2S3,inrows,pass,Precious,
1507,15/05/2025,B2S3,soil moisture,pass,Precious,
1508,15/05/2025,B2S3,leaf colour,pass,Precious,
1509,15/05/2025,B2S3,soil nutrients,pass,Precious,
1510,15/05/2025,B2S3,plant growth,pass,Precious,
1511,15/05/2025,B2S3,pruning,fail,Precious,
1512,15/05/2025,B2S3,staking,pass,Precious,
1513,15/05/2025,B2S3,pipes,pass,Precious,
1514,15/05/2025,B2S3,pipes,partial,Precious,
1515,15/05/2025,B2S3,drippers,pass,Precious,
1516,15/05/2025,B2S3,dead plants,partial,Precious,
1517,15/05/2025,B2S3,health status,partial,Precious,fussarium branch blight
1518,16/05/2025,B2S4,insect pests,pass,Precious,
1519,16/05/2025,B2S4,diseases,partial,Precious,fussarium branch blight
1520,16/05/2025,B2S4,basin weeds,fail,Precious,very dirty although pintoi was planted
1521,16/05/2025,B2S4,basin formation,pass,Precious,
1522,16/05/2025,B2S4,mowing,fail,Precious,
1523,16/05/2025,B2S4,inrows,partial,Precious,
1524,16/05/2025,B2S4,soil moisture,pass,Precious,
1525,16/05/2025,B2S4,leaf colour,partial,Precious,a calcium defficiency
1526,16/05/2025,B2S4,soil nutrients,partial,Precious,incompetition with weeds
1527,16/05/2025,B2S4,plant growth,partial,Precious,
1528,16/05/2025,B2S4,pruning,partial,Precious,
1529,16/05/2025,B2S4,staking,pass,Precious,
1530,16/05/2025,B2S4,pipes,pass,Precious,
1531,16/05/2025,B2S4,pipes,pass,Precious,
1532,16/05/2025,B2S4,drippers,pass,Precious,
1533,16/05/2025,B2S4,dead plants,pass,Precious,
1534,16/05/2025,B2S4,inaccessibles,fail,Precious,
1535,16/05/2025,B2S4,health status,partial,Precious,due to fussarium caused by food dehydration caused by weeds
1536,21/05/2025,B2S7,insect pests,fail,Precious,"2 green vegetable bugs ,their nymphs and some eggs"
1537,21/05/2025,B2S7,diseases,partial,Precious,"trunk canker on few plants ,wounds of harvesting damages"
1538,21/05/2025,B2S7,basin weeds,pass,Precious,
1539,21/05/2025,B2S7,basin formation,pass,Precious,
1540,21/05/2025,B2S7,inrows,pass,Precious,
1541,21/05/2025,B2S7,mowing,pass,Precious,
1542,21/05/2025,B2S7,soil moisture,fail,Precious,
1543,21/05/2025,B2S7,soil nutrients,pass,Precious,
1544,21/05/2025,B2S7,leaf colour,pass,Precious,
1545,21/05/2025,B2S7,plant growth,pass,Precious,
1546,21/05/2025,B2S7,pipes,pass,Precious,
1547,21/05/2025,B2S7,pipes,pass,Precious,
1548,21/05/2025,B2S7,drippers,pass,Precious,
1549,21/05/2025,B2S7,pruning,fail,Precious,
1550,21/05/2025,B2S7,staking,pass,Precious,
1551,21/05/2025,B2S7,dead plants,pass,Precious,
1552,21/05/2025,B2S7,flowering,partial,Precious,
1553,21/05/2025,B2S7,health status,partial,Precious,due to trunk canker and branches wounds which need action
1554,21/05/2025,B2S6,insect pests,fail,Precious,"2 coconut bug adults , black citrus aphids on new shoots , eggs"
1555,21/05/2025,B2S6,diseases,partial,Precious,"phytophthora root rot ,and wounds of harvesting"
1556,21/05/2025,B2S6,basin weeds,pass,Precious,
1557,21/05/2025,B2S6,basin formation,pass,Precious,
1558,21/05/2025,B2S6,inrows,pass,Precious,only 1 line which was skipped during herbiciding
1559,21/05/2025,B2S6,mowing,pass,Precious,
1560,21/05/2025,B2S6,soil moisture,partial,Precious,
1561,21/05/2025,B2S6,soil nutrients,pass,Precious,
1562,21/05/2025,B2S6,plant growth,pass,Precious,
1563,21/05/2025,B2S6,leaf colour,pass,Precious,
1564,21/05/2025,B2S6,pipes,pass,Precious,
1565,21/05/2025,B2S6,pipes,pass,Precious,
1566,21/05/2025,B2S6,drippers,partial,Precious,
1567,21/05/2025,B2S6,dead plants,pass,Precious,1 big tree died from phytophthora root disease
1568,21/05/2025,B2S6,pruning,fail,Precious,
1569,21/05/2025,B2S6,staking,pass,Precious,
1570,21/05/2025,B2S6,flowering,partial,Precious,
1571,21/05/2025,B2S6,health status,partial,Precious,
1572,22/05/2025,B1S1,insect pests,fail,Precious,some green vegetable bugs and latania scales to be controled immediately
1573,22/05/2025,B1S1,diseases,partial,Precious,few plants affected with phytophthora root rot
1574,22/05/2025,B1S1,basin weeds,pass,Precious,
1575,22/05/2025,B1S1,basin formation,pass,Precious,
1576,22/05/2025,B1S1,inrows,pass,Precious,
1577,22/05/2025,B1S1,mowing,pass,Precious,
1578,22/05/2025,B1S1,contours,fail,Precious,to be slashed
1579,22/05/2025,B1S1,pruning,fail,Precious,recommend prune before main flowering
1580,22/05/2025,B1S1,staking,pass,Precious,
1581,22/05/2025,B1S1,pipes,pass,Precious,
1582,22/05/2025,B1S1,pipes,pass,Precious,
1583,22/05/2025,B1S1,drippers,pass,Precious,
1584,22/05/2025,B1S1,soil moisture,partial,Precious,
1585,22/05/2025,B1S1,soil nutrients,pass,Precious,
1586,22/05/2025,B1S1,flowering,partial,Precious,some of the plants start to flower
1587,22/05/2025,B1S1,plant growth,pass,Precious,
1588,22/05/2025,B1S1,leaf colour,pass,Precious,
1589,22/05/2025,B1S1,dead plants,pass,Precious,
1590,22/05/2025,B1S1,remaining nuts,pass,Precious,very few
1591,22/05/2025,B1S1,health status,partial,Precious,due to root rot and wounds from harvest damages [branches]
1592,22/05/2025,B1S2,insect pests,fail,Precious,2 green vegetable bug adults found and some eggs
1593,22/05/2025,B1S2,diseases,partial,Precious,heavy wounds resulting from harvest
1594,22/05/2025,B1S2,basin weeds,pass,Precious,
1595,22/05/2025,B1S2,basin formation,pass,Precious,
1596,22/05/2025,B1S2,mowing,pass,Precious,
1597,22/05/2025,B1S2,inrows,pass,Precious,
1598,22/05/2025,B1S2,soil moisture,partial,Precious,
1599,22/05/2025,B1S2,soil nutrients,pass,Precious,
1600,22/05/2025,B1S2,contours,fail,Precious,to be slashed
1601,22/05/2025,B1S2,leaf colour,pass,Precious,
1602,22/05/2025,B1S2,plant growth,pass,Precious,
1603,22/05/2025,B1S2,pruning,fail,Precious,should be actioned before main flowering
1604,22/05/2025,B1S2,staking,pass,Precious,
1605,22/05/2025,B1S2,inaccessibles,fail,Precious,to be polished up by slashing
1606,22/05/2025,B1S2,pipes,pass,Precious,
1607,22/05/2025,B1S2,pipes,pass,Precious,
1608,22/05/2025,B1S2,drippers,pass,Precious,
1609,22/05/2025,B1S2,dead plants,pass,Precious,
1610,22/05/2025,B1S2,flowering,partial,Precious,
1611,22/05/2025,B1S2,remaining nuts,pass,Precious,very few nuts found in the
1612,22/05/2025,B1S2,health status,partial,Precious,due to heavily damages from harvest
1613,24/05/2025,B2S8,insect pests,fail,Precious,latania scales on leaves
1614,24/05/2025,B2S8,diseases,partial,Precious,trunk canker and magnesium defficiency including manganese toxicity
1615,24/05/2025,B2S8,basin weeds,partial,Precious,the herbicided grass should removed off for sure smart
1616,24/05/2025,B2S8,basin formation,pass,Precious,
1617,24/05/2025,B2S8,mowing,partial,Precious,grass recovering up
1618,24/05/2025,B2S8,inrows,pass,Precious,herbicided and slashing was done
1619,24/05/2025,B2S8,soil moisture,pass,Precious,
1620,24/05/2025,B2S8,soil nutrients,partial,Precious,magnesium and manganese toxicity to be well mantained
1621,24/05/2025,B2S8,leaf colour,partial,Precious,
1622,24/05/2025,B2S8,plant growth,partial,Precious,
1623,24/05/2025,B2S8,pruning,fail,Precious,to be actioned soon before flowering
1624,24/05/2025,B2S8,staking,pass,Precious,
1625,24/05/2025,B2S8,pipes,pass,Precious,
1626,24/05/2025,B2S8,pipes,partial,Precious,
1627,24/05/2025,B2S8,drippers,pass,Precious,
1628,24/05/2025,B2S8,flowering,partial,Precious,few plants start to flower
1629,24/05/2025,B2S8,remaining nuts,pass,Precious,
1630,24/05/2025,B2S8,health status,partial,Precious,trunk canker need action
1631,27/05/2025,B2S5,insect pests,partial,Precious,black citrus Aphids and felted coccid on leaves
1632,27/05/2025,B2S5,diseases,partial,Precious,phythophthora root rot lead to the death of big trees
1633,27/05/2025,B2S5,basin weeds,partial,Precious,weeds regrowth
1634,27/05/2025,B2S5,basin formation,pass,Precious,
1635,27/05/2025,B2S5,inrows,fail,Precious,to be slashed
1636,27/05/2025,B2S5,mowing,pass,Precious,
1637,27/05/2025,B2S5,soil moisture,partial,Precious,
1638,27/05/2025,B2S5,soil nutrients,partial,Precious,compost manure is required for nutritional acts
1639,27/05/2025,B2S5,plant growth,pass,Precious,
1640,27/05/2025,B2S5,leaf colour,pass,Precious,
1641,27/05/2025,B2S5,pruning,pass,Precious,
1642,27/05/2025,B2S5,staking,pass,Precious,1plant need action
1643,27/05/2025,B2S5,dead plants,partial,Precious,
1644,27/05/2025,B2S5,pipes,pass,Precious,
1645,27/05/2025,B2S5,pipes,pass,Precious,
1646,27/05/2025,B2S5,drippers,pass,Precious,
1647,27/05/2025,B2S5,flowering,partial,Precious,flowers starts
1648,27/05/2025,B2S5,health status,partial,Precious,soil nutrients and diseases should be well monitored for plant health
1649,27/05/2025,B2S3,insect pests,partial,Precious,black citrus Aphids on new shoots
1650,27/05/2025,B2S3,diseases,partial,Precious,fussarium branch blight on few plants
1651,27/05/2025,B2S3,basin weeds,pass,Precious,weeds regrowth only
1652,27/05/2025,B2S3,basin formation,pass,Precious,
1653,27/05/2025,B2S3,inrows,pass,Precious,grass recoveries
1654,27/05/2025,B2S3,mowing,pass,Precious,
1655,27/05/2025,B2S3,soil moisture,partial,Precious,
1656,27/05/2025,B2S3,leaf colour,pass,Precious,
1657,27/05/2025,B2S3,plant growth,pass,Precious,
1658,27/05/2025,B2S3,pruning,fail,Precious,to be actioned soon before main flowering
1659,27/05/2025,B2S3,staking,pass,Precious,
1660,27/05/2025,B2S3,pipes,pass,Precious,
1661,27/05/2025,B2S3,pipes,partial,Precious,
1662,27/05/2025,B2S3,drippers,pass,Precious,
1663,27/05/2025,B2S3,dead plants,partial,Precious,
1664,27/05/2025,B2S3,flowering,partial,Precious,
1665,27/05/2025,B2S3,health status,partial,Precious,due to branch blight
1666,28/05/2025,B2S4,insect pests,pass,Precious,
1667,28/05/2025,B2S4,diseases,partial,Precious,branch blight on few plants
1668,28/05/2025,B2S4,basin weeds,pass,Precious,very clean
1669,28/05/2025,B2S4,basin formation,pass,Precious,
1670,28/05/2025,B2S4,inrows,pass,Precious,
1671,28/05/2025,B2S4,mowing,pass,Precious,
1672,28/05/2025,B2S4,inaccessibles,fail,Precious,to be slashed
1674,28/05/2025,B2S4,plant growth,pass,Precious,
1675,28/05/2025,B2S4,leaf colour,pass,Precious,
1676,28/05/2025,B2S4,soil nutrients,pass,Precious,
1677,28/05/2025,B2S4,soil moisture,partial,Precious,
1678,28/05/2025,B2S4,staking,pass,Precious,
1679,28/05/2025,B2S4,pruning,partial,Precious,early tree training is required
1680,28/05/2025,B2S4,dead plants,pass,Precious,
1681,28/05/2025,B2S4,pipes,pass,Precious,
1682,28/05/2025,B2S4,pipes,pass,Precious,
1683,28/05/2025,B2S4,drippers,pass,Precious,
1684,28/05/2025,B2S4,flowering,fail,Precious,
1685,28/05/2025,B2S4,health status,partial,Precious,
1686,28/05/2025,B2S2,insect pests,fail,Precious,2 variegated stink bug found
1687,28/05/2025,B2S2,diseases,partial,Precious,branch blight on few plants
1688,28/05/2025,B2S2,basin weeds,pass,Precious,weeds regrowth
1689,28/05/2025,B2S2,basin formation,pass,Precious,
1690,28/05/2025,B2S2,inrows,pass,Precious,grass recoveries
1691,28/05/2025,B2S2,mowing,pass,Precious,
1692,28/05/2025,B2S2,soil nutrients,partial,Precious,3 plants with calcium defficiency
1693,28/05/2025,B2S2,leaf colour,partial,Precious,
1694,28/05/2025,B2S2,plant growth,pass,Precious,
1695,28/05/2025,B2S2,soil moisture,fail,Precious,
1696,28/05/2025,B2S2,pruning,partial,Precious,
1697,28/05/2025,B2S2,staking,pass,Precious,
1698,28/05/2025,B2S2,pipes,pass,Precious,
1699,28/05/2025,B2S2,pipes,partial,Precious,
1700,28/05/2025,B2S2,drippers,pass,Precious,
1701,28/05/2025,B2S2,flowering,partial,Precious,
1702,28/05/2025,B2S2,health status,pass,Precious,early prevention of branch blight
1703,28/05/2025,B2S1A,insect pests,pass,Precious,
1704,28/05/2025,B2S1A,diseases,pass,Precious,
1705,28/05/2025,B2S1A,basin weeds,pass,Precious,
1706,28/05/2025,B2S1A,basin formation,pass,Precious,
1707,28/05/2025,B2S1A,mowing,pass,Precious,
1708,28/05/2025,B2S1A,inrows,pass,Precious,
1709,28/05/2025,B2S1A,soil moisture,fail,Precious,
1710,28/05/2025,B2S1A,leaf colour,pass,Precious,
1711,28/05/2025,B2S1A,plant growth,pass,Precious,
1712,28/05/2025,B2S1A,pruning,fail,Precious,
1713,28/05/2025,B2S1A,dead plants,pass,Precious,
1714,28/05/2025,B2S1A,soil nutrients,pass,Precious,
1715,28/05/2025,B2S1A,pipes,pass,Precious,
1716,28/05/2025,B2S1A,pipes,pass,Precious,
1717,28/05/2025,B2S1A,drippers,pass,Precious,
1718,28/05/2025,B2S1A,flowering,partial,Precious,
1719,28/05/2025,B2S1A,health status,pass,Precious,
1720,28/05/2025,B2S1B,insect pests,partial,Precious,felted coccid on leaves
1721,28/05/2025,B2S1B,diseases,pass,Precious,
1722,28/05/2025,B2S1B,basin weeds,partial,Precious,inprogress
1723,28/05/2025,B2S1B,basin formation,pass,Precious,
1724,28/05/2025,B2S1B,inrows,pass,Precious,
1725,28/05/2025,B2S1B,mowing,fail,Precious,
1726,28/05/2025,B2S1B,soil moisture,fail,Precious,
1727,28/05/2025,B2S1B,leaf colour,pass,Precious,
1728,28/05/2025,B2S1B,plant growth,pass,Precious,
1729,28/05/2025,B2S1B,soil nutrients,pass,Precious,
1730,28/05/2025,B2S1B,pruning,fail,Precious,
1731,28/05/2025,B2S1B,staking,pass,Precious,
1732,28/05/2025,B2S1B,pipes,pass,Precious,
1733,28/05/2025,B2S1B,pipes,pass,Precious,
1734,28/05/2025,B2S1B,drippers,pass,Precious,
1735,28/05/2025,B2S1B,dead plants,pass,Precious,
1736,28/05/2025,B2S1B,health status,pass,Precious,
1737,30/05/2025,B2S8,insect pests,fail,Precious,some green vegetable bugs found and felted coccid on leaves
1738,30/05/2025,B2S8,diseases,partial,Precious,trunk canker on few plants
1739,30/05/2025,B2S8,basin weeds,pass,Precious,
1740,30/05/2025,B2S8,basin formation,pass,Precious,
1741,30/05/2025,B2S8,inrows,pass,Precious,
1742,30/05/2025,B2S8,mowing,pass,Precious,
1743,30/05/2025,B2S8,pruning,partial,Precious,inprogress
1744,30/05/2025,B2S8,staking,pass,Precious,
1745,30/05/2025,B2S8,plant growth,partial,Precious,
1746,30/05/2025,B2S8,staking,pass,Precious,
1747,30/05/2025,B2S8,leaf colour,partial,Precious,most of the plants at west side have pale yellow leaves
1748,30/05/2025,B2S8,pipes,pass,Precious,
1749,30/05/2025,B2S8,pipes,partial,Precious,
1750,30/05/2025,B2S8,drippers,pass,Precious,
1751,30/05/2025,B2S8,flowering,partial,Precious,
1752,30/05/2025,B2S8,dead plants,partial,Precious,2plants
1753,30/05/2025,B2S8,health status,partial,Precious,diseases and nutritional of  should be well monitored for plant health
1754,30/05/2025,B2S7,insect pests,fail,Precious,green vegetable bugs [4] and some eggs
1755,30/05/2025,B2S7,diseases,partial,Precious,trunk canker requires action
1756,30/05/2025,B2S7,basin weeds,pass,Precious,
1757,30/05/2025,B2S7,basin formation,pass,Precious,
1758,30/05/2025,B2S7,inrows,pass,Precious,
1759,30/05/2025,B2S7,mowing,pass,Precious,
1760,30/05/2025,B2S7,pruning,fail,Precious,to be actioned before main flowering
1761,30/05/2025,B2S7,staking,pass,Precious,
1762,30/05/2025,B2S7,pipes,pass,Precious,
1763,30/05/2025,B2S7,pipes,pass,Precious,
1764,30/05/2025,B2S7,drippers,pass,Precious,
1765,30/05/2025,B2S7,leaf colour,pass,Precious,
1766,30/05/2025,B2S7,soil nutrients,pass,Precious,
1767,30/05/2025,B2S7,soil moisture,pass,Precious,
1768,30/05/2025,B2S7,flowering,partial,Precious,
1769,30/05/2025,B2S7,dead plants,pass,Precious,
1770,30/05/2025,B2S7,health status,partial,Precious,a curative fungicides should be applied well
1771,31/05/2025,B2S6,insect pests,fail,Precious,"3 green vegetable bugs adults and their 2 nymphals found, latania scales on leaves"
1772,02/06/2025,B2S7,insect pests,fail,Precious,"green vegetable bugs 4 adults ,2 nymhals ,eggs"
1773,02/03/2025,B2S8,insect pests,fail,Precious,2 green vegetable bugs
1774,03/05/2025,B2S1A,insect pests,pass,Precious,only unhetched eggs of green vegetable bugs found
1775,03/05/2025,B2S1A,diseases,pass,Precious,1 plant affected with phythophthora root rot
1776,03/05/2025,B2S1A,basin weeds,pass,Precious,very clean
1777,03/05/2025,B2S1A,basin formation,pass,Precious,
1778,03/05/2025,B2S1A,inrows,pass,Precious,
1779,03/05/2025,B2S1A,mowing,pass,Precious,
1780,03/05/2025,B2S1A,pruning,fail,Precious,to be actioned before main flowering
1781,03/05/2025,B2S1A,staking,pass,Precious,
1782,03/05/2025,B2S1A,leaf colour,pass,Precious,
1783,03/05/2025,B2S1A,plant growth,pass,Precious,
1784,03/05/2025,B2S1A,soil nutrients,pass,Precious,
1785,03/05/2025,B2S1A,soil moisture,partial,Precious,
1786,03/05/2025,B2S1A,dead plants,pass,Precious,
1787,03/05/2025,B2S1A,pipes,pass,Precious,
1788,03/05/2025,B2S1A,pipes,pass,Precious,
1789,03/05/2025,B2S1A,drippers,pass,Precious,
1790,03/05/2025,B2S1A,flowering,partial,Precious,
1791,03/05/2025,B2S1A,health status,pass,Precious,
1792,03/06/2025,B2S1B,insect pests,pass,Precious,
1793,03/06/2025,B2S1B,diseases,pass,Precious,
1794,03/06/2025,B2S1B,basin weeds,pass,Precious,
1795,03/06/2025,B2S1B,basin formation,pass,Precious,
1796,03/06/2025,B2S1B,inrows,partial,Precious,
1797,03/06/2025,B2S1B,mowing,fail,Precious,
1798,03/06/2025,B2S1B,pruning,fail,Precious,
1799,03/06/2025,B2S1B,leaf colour,pass,Precious,
1800,03/06/2025,B2S1B,plant growth,pass,Precious,
1801,03/06/2025,B2S1B,soil nutrients,pass,Precious,
1802,03/06/2025,B2S1B,soil moisture,fail,Precious,
1803,03/06/2025,B2S1B,dead plants,pass,Precious,
1804,03/06/2025,B2S1B,pipes,pass,Precious,
1805,03/06/2025,B2S1B,pipes,pass,Precious,
1806,03/06/2025,B2S1B,drippers,pass,Precious,
1807,03/06/2025,B2S1B,flowering,partial,Precious,
1808,03/06/2025,B2S1B,health status,pass,Precious,
1809,04/06/2025,B2S3,insect pests,pass,Precious,
1810,04/06/2025,B2S3,diseases,partial,Precious,branch blight on few plants
1811,04/06/2025,B2S3,basin weeds,pass,Precious,weeds regrowth
1812,04/06/2025,B2S3,basin formation,pass,Precious,
1813,04/06/2025,B2S3,inrows,fail,Precious,
1814,04/06/2025,B2S3,mowing,pass,Precious,
1815,04/06/2025,B2S3,soil moisture,fail,Precious,
1816,04/06/2025,B2S3,pruning,fail,Precious,to be actioned before main flowering
1817,04/06/2025,B2S3,staking,pass,Precious,
1818,04/06/2025,B2S3,leaf colour,pass,Precious,
1819,04/06/2025,B2S3,plant growth,pass,Precious,
1820,04/06/2025,B2S3,soil nutrients,pass,Precious,
1821,04/06/2025,B2S3,dead plants,partial,Precious,3plants
1822,04/06/2025,B2S3,pipes,pass,Precious,
1823,04/06/2025,B2S3,pipes,partial,Precious,
1824,04/06/2025,B2S3,drippers,pass,Precious,
1825,04/06/2025,B2S3,flowering,partial,Precious,
1826,04/06/2025,B2S3,health status,partial,Precious,
1827,04/06/2025,B2S2,insect pests,pass,Precious,
1828,04/06/2025,B2S2,diseases,partial,Precious,branch blight and stem canker on 6 plants
1829,04/06/2025,B2S2,basin weeds,pass,Precious,
1830,04/06/2025,B2S2,inrows,partial,Precious,
1831,04/06/2025,B2S2,basin formation,pass,Precious,
1832,04/06/2025,B2S2,mowing,pass,Precious,
1833,04/06/2025,B2S2,soil moisture,fail,Precious,
1834,04/06/2025,B2S2,pruning,fail,Precious,to be pruned before main flowering starts
1835,04/06/2025,B2S2,staking,pass,Precious,1 plant need support
1836,04/06/2025,B2S2,leaf colour,partial,Precious,
1837,04/06/2025,B2S2,plant growth,partial,Precious,
1838,04/06/2025,B2S2,soil nutrients,partial,Precious,
1839,04/06/2025,B2S2,dead plants,partial,Precious,
1840,04/06/2025,B2S2,pipes,pass,Precious,
1841,04/06/2025,B2S2,pipes,partial,Precious,
1842,04/06/2025,B2S2,drippers,pass,Precious,
1843,04/06/2025,B2S2,flowering,partial,Precious,
1844,04/06/2025,B2S2,health status,partial,Precious,fungicides is highly required for b2s2
1845,05/06/2025,B2S5,insect pests,fail,Precious,green vegetable bugs [2] found on line 17 .
1846,05/06/2025,B2S5,diseases,partial,Precious,phythophthora root rot
1847,05/06/2025,B2S5,basin weeds,pass,Precious,weeds regrowth
1848,05/06/2025,B2S5,basin formation,pass,Precious,
1849,05/06/2025,B2S5,inrows,partial,Precious,grass recoveries
1850,05/06/2025,B2S5,mowing,pass,Precious,extention is a fail which requires action
1851,05/06/2025,B2S5,soil moisture,fail,Precious,dry basins only
1852,05/06/2025,B2S5,soil nutrients,partial,Precious,compost manure will help in nutrients for
1853,05/06/2025,B2S5,leaf colour,pass,Precious,
1854,05/06/2025,B2S5,plant growth,pass,Precious,
1855,05/06/2025,B2S5,pruning,pass,Precious,
1856,05/06/2025,B2S5,staking,pass,Precious,
1857,05/06/2025,B2S5,pipes,pass,Precious,
1858,05/06/2025,B2S5,pipes,pass,Precious,
1859,05/06/2025,B2S5,drippers,pass,Precious,
1860,05/06/2025,B2S5,dead plants,partial,Precious,
1861,05/06/2025,B2S5,flowering,partial,Precious,
1862,05/06/2025,B2S5,health status,partial,Precious,
1863,05/06/2025,B2S4,insect pests,pass,Precious,
1864,05/06/2025,B2S4,diseases,pass,Precious,
1865,05/06/2025,B2S4,basin weeds,pass,Precious,
1866,05/06/2025,B2S4,basin formation,pass,Precious,
1867,05/06/2025,B2S4,inrows,pass,Precious,
1868,05/06/2025,B2S4,mowing,pass,Precious,
1869,05/06/2025,B2S4,soil moisture,fail,Precious,
1870,05/06/2025,B2S4,soil nutrients,pass,Precious,
1871,05/06/2025,B2S4,leaf colour,pass,Precious,
1872,05/06/2025,B2S4,plant growth,pass,Precious,
1873,05/06/2025,B2S4,pruning,partial,Precious,
1874,05/06/2025,B2S4,staking,pass,Precious,
1875,05/06/2025,B2S4,pipes,pass,Precious,
1876,05/06/2025,B2S4,pipes,pass,Precious,
1877,05/06/2025,B2S4,drippers,pass,Precious,
1878,05/06/2025,B2S4,dead plants,pass,Precious,[1]
1879,05/06/2025,B2S4,flowering,fail,Precious,
1880,05/06/2025,B2S4,health status,pass,Precious,
1881,09/06/2025,B1S1,insect pests,pass,Precious,some eggs of green vegetable bugs found in numbers
1882,09/06/2025,B1S1,diseases,pass,Precious,[1] plant extremely yellowish due to stem canker
1883,09/06/2025,B1S1,basin weeds,pass,Precious,
1884,09/06/2025,B1S1,basin formation,pass,Precious,
1885,09/06/2025,B1S1,inrows,partial,Precious,black jack requires action
1886,09/06/2025,B1S1,mowing,pass,Precious,
1887,09/06/2025,B1S1,soil moisture,fail,Precious,
1888,09/06/2025,B1S1,soil nutrients,pass,Precious,
1889,09/06/2025,B1S1,leaf colour,pass,Precious,
1890,09/06/2025,B1S1,plant growth,pass,Precious,
1891,09/06/2025,B1S1,pruning,partial,Precious,incomplete
1892,09/06/2025,B1S1,staking,pass,Precious,
1893,09/06/2025,B1S1,pipes,pass,Precious,
1894,09/06/2025,B1S1,pipes,pass,Precious,
1895,09/06/2025,B1S1,drippers,pass,Precious,
1896,09/06/2025,B1S1,dead plants,pass,Precious,
1897,09/06/2025,B1S1,flowering,partial,Precious,
1898,09/06/2025,B1S1,contours,fail,Precious,
1900,09/06/2025,B1S1,health status,pass,Precious,
1901,09/06/2025,B1S2,insect pests,pass,Precious,only few eggs of green vegetabla bug found
1902,09/06/2025,B1S2,diseases,pass,Precious,
1903,09/06/2025,B1S2,basin weeds,pass,Precious,
1904,09/06/2025,B1S2,basin formation,pass,Precious,
1905,09/06/2025,B1S2,inrows,partial,Precious,black jack recoveries
1906,09/06/2025,B1S2,mowing,partial,Precious,grass recoveries
1907,09/06/2025,B1S2,pruning,pass,Precious,
1908,09/06/2025,B1S2,staking,pass,Precious,
1909,09/06/2025,B1S2,contours,fail,Precious,to be slashed
1910,09/06/2025,B1S2,soil moisture,fail,Precious,irrigation is highly required
1911,09/06/2025,B1S2,soil nutrients,pass,Precious,
1912,09/06/2025,B1S2,leaf colour,pass,Precious,
1913,09/06/2025,B1S2,plant growth,pass,Precious,
1914,09/06/2025,B1S2,pipes,pass,Precious,
1915,09/06/2025,B1S2,pipes,pass,Precious,
1916,09/06/2025,B1S2,drippers,pass,Precious,
1917,09/06/2025,B1S2,dead plants,pass,Precious,
1918,09/06/2025,B1S2,health status,pass,Precious,
1919,11/06/2025,B2S7,insect pests,fail,Precious,some green vegetable bugs found [6] adults and 2 nymphals
1920,11/06/2025,B2S7,diseases,pass,Precious,
1921,11/06/2025,B2S7,basin weeds,pass,Precious,
1922,11/06/2025,B2S7,basin formation,pass,Precious,
1923,11/06/2025,B2S7,inrows,pass,Precious,grass regrowth
1924,11/06/2025,B2S7,mowing,pass,Precious,
1925,11/06/2025,B2S7,pruning,partial,Precious,incomplete
1926,11/06/2025,B2S7,staking,pass,Precious,
1927,11/06/2025,B2S7,soil moisture,fail,Precious,to be irrigated
1928,11/06/2025,B2S7,soil nutrients,pass,Precious,
1929,11/06/2025,B2S7,plant growth,pass,Precious,
1930,11/06/2025,B2S7,leaf colour,pass,Precious,
1931,11/06/2025,B2S7,pipes,pass,Precious,
1932,11/06/2025,B2S7,pipes,pass,Precious,
1933,11/06/2025,B2S7,drippers,pass,Precious,
1934,11/06/2025,B2S7,flowering,partial,Precious,
1935,11/06/2025,B2S7,health status,pass,Precious,
1936,12/06/2025,B2S1A,insect pests,pass,Precious,
1937,12/06/2025,B2S1A,diseases,pass,Precious,
1938,12/06/2025,B2S1A,basin weeds,pass,Precious,
1939,12/06/2025,B2S1A,basin formation,pass,Precious,
1940,12/06/2025,B2S1A,inrows,pass,Precious,
1941,12/06/2025,B2S1A,mowing,pass,Precious,
1942,12/06/2025,B2S1A,pruning,fail,Precious,to be actioned before main flowering
